WeaponDef,Weapon_MachineGun_Sanctuary,20
WeaponDef,Weapon_MassDriver_Heavy,20
WeaponDef,Weapon_MassDriver_Light,20
WeaponDef,Weapon_MassDriver_Medium,20
WeaponDef,Weapon_NPC_NPC,20
WeaponDef,Weapon_Sirocco,20
WeaponDef,Weapon_VRM_VRM6,20
WeaponDef,Weapon_VRM_VRM12,20
WeaponDef,Weapon_VRM_VRM18,20
WeaponDef,Weapon_VRM_VRM24,20
